source,target,weight
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Dorsomedial nucleus of the hypothalamus ventral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Dorsomedial nucleus of the hypothalamus ventral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Intermediate periventricular nucleus of the hypothalamus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Intermediate periventricular nucleus of the hypothalamus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Intermediate periventricular nucleus of the hypothalamus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Intermediate periventricular nucleus of the hypothalamus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Anterodorsal preoptic nucleus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Arcuate nucleus of the hypothalamus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Arcuate nucleus of the hypothalamus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Posterior periventricular nucleus of the hypothalamus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Posterior periventricular nucleus of the hypothalamus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Medial preoptic area,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Medial preoptic area,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Medial preoptic nucleus lateral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Anterodorsal preoptic nucleus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Anteroventral preoptic nucleus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Parastrial nucleus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Parastrial nucleus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Parastrial nucleus,5
Perirhinal cortex Area 35,Subiculum,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Anterior hypothalamic nucleus anterior part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Anterior hypothalamic central part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Anterior hypothalamic posterior part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Anterior hypothalamic posterior part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Ventromedial nucleus of the hypothalamus anterior part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Ventral premammillary nucleus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Ventral premammillary nucleus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Tuberomammillary nucleus dorsal part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Tuberomammillary nucleus ventral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Supramammillary nucleus lateral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Supramammillary nucleus lateral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Supramammillary nucleus medial part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Posterior hypothalamic nucleus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Posterior hypothalamic nucleus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral preoptic area,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral preoptic area,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral hypothalamic area,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral hypothalamic area,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral hypothalamic area,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral hypothalamic area,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral hypothalamic area,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Tuberal nucleus,5
Retina,Medial terminal nucleus of the accessory optic tract,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Medial habenula ventral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Zona incerta,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Zona incerta,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Zona incerta dopaminergic group,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Subparafascicular nucleus parvicellular part,5
Retina,Medial terminal nucleus of the accessory optic tract,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Fundus of the striatum,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Olfactory tubercle molecular layer,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Olfactory tubercle molecular layer,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Olfactory tubercle pyramidal layer,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Olfactory tubercle pyramidal layer,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Olfactory tubercle polymorph layer,5
24,entorhinal cortex,2
second somatosensory area of cerebral cortex,cortical area 3b,2
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Olfactory tubercle polymorph layer,5
Suprachiasmatic preoptic nucleus,Anterior periventricular nucleus of the hypothalamus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral septal nucleus caudal (caudodorsal) part dorsal zone rostral region,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral septal nucleus caudal (caudodorsal) part ventral zone intermediate region,5
RSC,Parasubiculum,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Globus pallidus lateral segment,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral septal nucleus rostral (rostroventral) part medial zone ventral region rostral domain,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral septal nucleus rostral (rostroventral) part medial zone ventral region caudal domain,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral septal nucleus rostral (rostroventral) part medial zone ventral region caudal domain,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral septal nucleus rostral (rostroventral) part ventrolateral zone dorsal region medial domain,5
entorhinal cortex,dentate gyrus,2
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral septal nucleus rostral (rostroventral) part ventrolateral zone ventral region,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral septal nucleus rostral (rostroventral) part ventrolateral zone ventral region,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral septal nucleus rostral (rostroventral) part ventrolateral zone ventral region,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone medial region ventral domain,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral septal nucleus rostral (rostroventral) part dorsolateral zone lateral region dorsal domain,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Lateral septal nucleus ventral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Septofimbrial nucleus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Substantia innominata,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Substantia innominata,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Substantia innominata,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Substantia innominata,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Substantia innominata,5
RSC,Subiculum,5
CA3,CA1,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Substantia innominata,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Medial septal nucleus,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Nucleus of the diagonal band,5
cortical area 3b,dorsal horn,2
cornu ammonis,subiculum,2
area 12,intraparietal part of area 7,2
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Entorhinal area  lateral part layers 1-6,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Nucleus of the solitary tract medial part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Nucleus of the solitary tract medial part rostral zone,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Nucleus of the solitary tract medial part caudal zone,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Parabrachial nucleus lateral division central lateral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Parabrachial nucleus lateral division central lateral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Parabrachial nucleus lateral division central lateral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Parabrachial nucleus lateral division central lateral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Parabrachial nucleus lateral division dorsal lateral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Parabrachial nucleus lateral division dorsal lateral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Parabrachial nucleus lateral division external lateral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Parabrachial nucleus lateral division external lateral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Parabrachial nucleus lateral division ventral lateral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Parabrachial nucleus lateral division ventral lateral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Parabrachial nucleus lateral division ventral lateral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Parabrachial nucleus lateral division ventral lateral part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Parabrachial nucleus medial division medial medial part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Parabrachial nucleus medial division medial medial part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Substantia nigra compact part,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Ventral tegmental area,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Ventral tegmental area,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Periaqueductal gray rostromedial division,5
Bed nuclei of the stria terminalis anterior division fusiform nucleus,Periaqueductal gray medial division,5
